2209 Northwest Highway
3800 Dilido Road
14655 Preston Road
8400 Scyene Road
7600 S.M. Wright Freeway
4220 Independence Drive
12700 Kleberg Road
7800 Dasch Street
7728 S. Loop 12
8701 Greenmound Avenue
3500 McKinney Avenue
7340 Skillman Street
3050 W. Pentagon Parkway
9830 Chapel Creek Circle # 107
900 E. McVey Avenue
7500 Gayglen Drive
8307 Meadow Road
4811 Duncanville Road
6300 C.F. Hawn Freeway
6950 Marvin D. Love Freeway
11819 Webb Chapel Road
5757 Preston View Boulevard
2242 Zang Boulevard South
1750 Regal Row
4515 Village Fair Drive
5813 Bonnie View Road
900 Bayonne Street
3900 N. Hampton Road
4122 Rawlins Street
325 Cadiz Street
5146 Vandelia Street #101
2287 W. Northwest Highway
4100 Garrison Street
2400 Walnut Hill Lane
8600 Cherry Brook Street
2800 N. St. Augustine Drive
4900 Eastside Avenue
500 Steeger Drive Duncanville, Texas
2514 Tristian Court
2415 Madera Street
400 Sunset Avenue
7442 Chesterfield Drive
2800 Indiana Street
9850 Whitehurst Drive
5423 Peterson Lane #259
200 S Madison Avenue
1228 Oak Park Drive
10200 Walton Walker Boulevard
10834 Ferguson Road
6512 South Loop 12
2700 Springdale Street
5500 Bernal Drive
2208 N. Carroll Avenue
4843 Haas Drive
9711 Pinehurst Lane
2711 Exline Street
1700 Martin Luther King Jr. Boulevard
4515 Village Fair Place
7740 McCallum Boulevard
2600 Grand Avenue
3847 Timberglen Road, #3116
7000 Lake June Road
4023 Bernal Drive
5400 E. R.L. Thornton Freeway
8131 L.B.J. Freeway
7900 S. Loop 12
5400 Bonita Avenue
1200 Shaw Street
5820 Martel Avenue #223
1818 N. Akard Street
9100 Stone Creek Place
200 S. Stemmons Freeway
2911 Lombardy Lane
11200 Woodmeadow Parkway
4800 Monarch Street
3330 Pluto Street
3100 Birmingham Street
6271 Highland Hills Drive
800 Stemmons Freeway
4526 Humphrey Avenue
1521 N. Cockrell Hill Road
18081 Midway Road
2900 Wheatland Road
1613 Monte Carlo Street
7700 Denton Drive
6800 Larmanda Street
2745 W. Northwest Highway
10333 Technology Boulevard
4800 S. Lancaster Road
4791 W. Ledbetter Drive
2505 Pacific Avenue
4950 Wadsworth Drive
733 Cliffview Drive
1400 N. Garrett Avenue
1900 Empire Central
2100 N. Lamar Street
3812 Tioga Street
nd 2120 52       Street
2000 Edd Road
2745 Ivandell Road
200 Ezekial Street
3902 Frank Street
5716 Winton Street
5215 Belmont Avenue
14500 Dallas North Parkway
10008 Mesita Drive
3303 W. Illinois Avenue
2000 Pacific Avenue
12222 Merit Drive
4200 Malden Street
2802 Materhorn Drive
10222 N. Walton Walker Boulevard
2600 Walnut Hill Lane
1300 N. Munger Boulevard
2015 Ferndale Street
13015 Audelia Road
3701 Crane Street
3810 Bonnie View Road
3100 W. Davis Street
8059 LBJ Freeway
1170 N. Prairie Creek Road
7175 Wild Briar Lane
9616 C. F. Hawn Freeway
230 S. Riverfront Boulevard
6417 Ridgecrest Road
7152 Fair Oaks Avenue
2550 W. Redbird Lane
2000 Commerce Street
2500 Wells Street
2900 Spruce Valley Lane
3800 Dilido Street
400 S. Houston Street
12121 Audelia Road
3700 Penelope Street
11700 Audelia Road
2502 Grand Avenue
2700 Medill Street
1180 N. St. Augustine Road
17601 Marsh Lane
3000 Lombardy Lane
400 S. Llewellyn Avenue
5900 Stretch Drive
3373 Lombardy Lane
2000 Campfire Circle
7129 Tabor Drive
7100 Valley View Lane
18220 Dallas Parkway
3600 Folklore Trail
4345 W. Camp Wisdom Road
200 S. Pearl Street
3803 Mural Lane
3851 Casa Del Sol Lane
12670 E. Northwest Highway
3716 Spring Avenue
800 N. Winnetka Avenue
8400 Forney Road
9500 Castlefield Drive
4542 W. Kiest Boulevard
2728 McKinnon Street
13030 Audelia Road
4200 Elmira Street
1221 S. Lamar Street
3314 W. Camp Wisdom Road
6048 Belmont Avenue
8124 Forest Lane
208 Glencairn Drive
3000 Lantana Lane
500 S. Llewellyn Avenue
400 S. Rosemont Avenue
3647 Espanola Drive
7921 LBJ Freeway
4800 Veterans Drive
9000 Lake June Road
13739 N. Central Expressway
1550 Empire Central
4807 Maple Avenue
9770 Forest Lane
6185 Retail Road
1515 S. Buckner Boulevard
4322 Fernwood Avenue
6500 Skillman Street
3000 Chihuahua Street
3303 Southern Oaks Boulevard
2208 W. Northwest Highway
9147 Skillman Street
534 Sunset Avenue
12100 Bellafonte Drive
3600 Bolivar Drive
8943 Senate Street
2310 Martin Luther King Jr. Blvd
1639 Conner Drive
4600 Haverwood Lane
8000 C. F. Hawn Freeway
2825 Oak Lawn Avenue
10316 Sandra Lynn Drive
1339 Morrell Avenue
222 N. Barnett Avenue
9452 Crimnson Court
1524 E. Missouri Avenue
9524 Military Parkway
